TITLE="Graphics"
VARIABLES= "t, ms", "H", "O", "HO2", "H2O2", "T"
1e-06 4.89449e-09 1.70063e-11 4.89867e-09 3.69761e-13 1920
1.006e-06 4.92376e-09 1.72051e-11 4.92806e-09 3.74196e-13 1920
1.01204e-06 4.95321e-09 1.74063e-11 4.95763e-09 3.78684e-13 1920
1.01811e-06 4.98283e-09 1.76099e-11 4.98737e-09 3.83226e-13 1920
1.02422e-06 5.01263e-09 1.78159e-11 5.01729e-09 3.87823e-13 1920
1.03036e-06 5.04261e-09 1.80243e-11 5.04739e-09 3.92474e-13 1920
1.03654e-06 5.07277e-09 1.82352e-11 5.07768e-09 3.97182e-13 1920
1.04276e-06 5.1031e-09 1.84486e-11 5.10814e-09 4.01945e-13 1920
1.04902e-06 5.13362e-09 1.86645e-11 5.13879e-09 4.06766e-13 1920
1.05531e-06 5.16432e-09 1.88829e-11 5.16962e-09 4.11645e-13 1920
1.06165e-06 5.1952e-09 1.9104e-11 5.20063e-09 4.16582e-13 1920
1.06802e-06 5.22627e-09 1.93276e-11 5.23183e-09 4.21579e-13 1920
1.07442e-06 5.25752e-09 1.9554e-11 5.26322e-09 4.26635e-13 1920
1.08087e-06 5.28896e-09 1.97829e-11 5.2948e-09 4.31752e-13 1920
1.08736e-06 5.32058e-09 2.00146e-11 5.32657e-09 4.3693e-13 1920
1.09388e-06 5.3524e-09 2.02491e-11 5.35852e-09 4.42171e-13 1920
1.10044e-06 5.3844e-09 2.04863e-11 5.39067e-09 4.47474e-13 1920
1.10705e-06 5.41659e-09 2.07263e-11 5.42301e-09 4.52841e-13 1920
1.11369e-06 5.44898e-09 2.09692e-11 5.45555e-09 4.58272e-13 1920
1.12037e-06 5.48156e-09 2.12149e-11 5.48828e-09 4.63768e-13 1920
1.12709e-06 5.51433e-09 2.14636e-11 5.52121e-09 4.6933e-13 1920
1.13386e-06 5.5473e-09 2.17151e-11 5.55433e-09 4.74959e-13 1920
1.14066e-06 5.58046e-09 2.19697e-11 5.58766e-09 4.80656e-13 1920
1.1475e-06 5.61383e-09 2.22273e-11 5.62118e-09 4.8642e-13 1920
1.15439e-06 5.64739e-09 2.2488e-11 5.65491e-09 4.92254e-13 1920
1.16131e-06 5.68115e-09 2.27517e-11 5.68883e-09 4.98158e-13 1920
1.16828e-06 5.71511e-09 2.30185e-11 5.72296e-09 5.04133e-13 1920
1.17529e-06 5.74927e-09 2.32886e-11 5.7573e-09 5.10179e-13 1920
1.18234e-06 5.78364e-09 2.35618e-11 5.79184e-09 5.16298e-13 1920
1.18944e-06 5.81821e-09 2.38382e-11 5.82659e-09 5.2249e-13 1920
1.19657e-06 5.85299e-09 2.4118e-11 5.86154e-09 5.28757e-13 1920
1.20375e-06 5.88798e-09 2.4401e-11 5.89671e-09 5.35098e-13 1920
1.21098e-06 5.92317e-09 2.46874e-11 5.93209e-09 5.41516e-13 1920
1.21824e-06 5.95857e-09 2.49772e-11 5.96768e-09 5.48011e-13 1920
1.22555e-06 5.99419e-09 2.52705e-11 6.00348e-09 5.54584e-13 1920
1.2329e-06 6.03001e-09 2.55672e-11 6.0395e-09 5.61235e-13 1920
1.2403e-06 6.06605e-09 2.58674e-11 6.07573e-09 5.67966e-13 1920
1.24774e-06 6.1023e-09 2.61712e-11 6.11218e-09 5.74778e-13 1920
1.25523e-06 6.13877e-09 2.64786e-11 6.14885e-09 5.81672e-13 1920
1.26276e-06 6.17546e-09 2.67896e-11 6.18574e-09 5.88649e-13 1920
1.27034e-06 6.21236e-09 2.71042e-11 6.22286e-09 5.95706e-13 1920
1.27796e-06 6.24949e-09 2.74224e-11 6.26019e-09 6.02844e-13 1920
1.28563e-06 6.28684e-09 2.77443e-11 6.29775e-09 6.10068e-13 1920
1.29334e-06 6.3244e-09 2.80701e-11 6.33553e-09 6.17378e-13 1920
1.3011e-06 6.3622e-09 2.83997e-11 6.37354e-09 6.24776e-13 1920
1.30891e-06 6.40021e-09 2.87331e-11 6.41178e-09 6.32262e-13 1920
1.31676e-06 6.43846e-09 2.90706e-11 6.45025e-09 6.39837e-13 1920
1.32466e-06 6.47693e-09 2.9412e-11 6.48894e-09 6.47504e-13 1920
1.33261e-06 6.51563e-09 2.97575e-11 6.52788e-09 6.55261e-13 1920
1.34061e-06 6.55456e-09 3.0107e-11 6.56704e-09 6.63112e-13 1920
1.34865e-06 6.59372e-09 3.04607e-11 6.60644e-09 6.71057e-13 1920
1.35674e-06 6.63311e-09 3.08186e-11 6.64607e-09 6.79097e-13 1920
1.36488e-06 6.67274e-09 3.11807e-11 6.68595e-09 6.87232e-13 1920
1.37307e-06 6.71261e-09 3.15471e-11 6.72606e-09 6.95466e-13 1920
1.38131e-06 6.75271e-09 3.19178e-11 6.76641e-09 7.03797e-13 1920
1.3896e-06 6.79305e-09 3.2293e-11 6.80701e-09 7.12229e-13 1920
1.39793e-06 6.83363e-09 3.26725e-11 6.84784e-09 7.20761e-13 1920
1.40632e-06 6.87445e-09 3.30566e-11 6.88893e-09 7.29395e-13 1920
1.41476e-06 6.91552e-09 3.34452e-11 6.93026e-09 7.38133e-13 1920
1.42325e-06 6.95683e-09 3.38384e-11 6.97183e-09 7.46975e-13 1920
1.43179e-06 6.99838e-09 3.42363e-11 7.01366e-09 7.55923e-13 1920
1.44038e-06 7.04018e-09 3.46389e-11 7.05574e-09 7.64979e-13 1920
1.44902e-06 7.08223e-09 3.50463e-11 7.09807e-09 7.74142e-13 1920
1.45772e-06 7.12454e-09 3.54584e-11 7.14065e-09 7.83415e-13 1920
1.46646e-06 7.16709e-09 3.58755e-11 7.18349e-09 7.92799e-13 1920
1.47526e-06 7.20989e-09 3.62975e-11 7.22659e-09 8.02296e-13 1920
1.48411e-06 7.25295e-09 3.67245e-11 7.26995e-09 8.11906e-13 1920
1.49302e-06 7.29627e-09 3.71566e-11 7.31356e-09 8.21631e-13 1920
1.50197e-06 7.33984e-09 3.75938e-11 7.35744e-09 8.31473e-13 1920
1.51099e-06 7.38367e-09 3.80362e-11 7.40158e-09 8.41432e-13 1920
1.52005e-06 7.42776e-09 3.84838e-11 7.44598e-09 8.51511e-13 1920
1.52917e-06 7.47212e-09 3.89368e-11 7.49066e-09 8.6171e-13 1920
1.53835e-06 7.51674e-09 3.93951e-11 7.5356e-09 8.72032e-13 1920
1.54758e-06 7.56162e-09 3.98588e-11 7.5808e-09 8.82477e-13 1920
1.55686e-06 7.60677e-09 4.03281e-11 7.62628e-09 8.93047e-13 1920
1.5662e-06 7.65219e-09 4.08029e-11 7.67204e-09 9.03743e-13 1920
1.5756e-06 7.69788e-09 4.12831e-11 7.71807e-09 9.14563e-13 1920
1.58506e-06 7.74384e-09 4.17689e-11 7.76437e-09 9.25508e-13 1920
1.59457e-06 7.79007e-09 4.22604e-11 7.81095e-09 9.36583e-13 1920
1.60413e-06 7.83658e-09 4.27577e-11 7.85781e-09 9.47791e-13 1920
