TITLE="Graphics"
VARIABLES= "x", "P", "rho", "v", "M", "sigma", "Tcurr"
3.30837e-07 2.40991 5.0302 0.330837 0.415647 -0.00168015 1351.08
6.61673e-07 2.40991 5.0302 0.330837 0.415647 -0.00166107 1351.08
9.9251e-07 2.40991 5.0302 0.330837 0.415647 -0.00164485 1351.08
1.32335e-06 2.40991 5.0302 0.330837 0.415647 -0.00162847 1351.08
1.65418e-06 2.40991 5.0302 0.330837 0.415647 -0.00159541 1351.08
1.98502e-06 2.40991 5.0302 0.330837 0.415647 -0.00157873 1351.08
2.31586e-06 2.40991 5.0302 0.330837 0.415647 -0.00156196 1351.08
2.64669e-06 2.40991 5.0302 0.330837 0.415647 -0.00153037 1351.08
2.97753e-06 2.40991 5.0302 0.330837 0.415647 -0.00153037 1351.08
3.30837e-06 2.40991 5.0302 0.330837 0.415647 -0.00149857 1351.08
3.6392e-06 2.40991 5.0302 0.330837 0.415647 -0.00149857 1351.08
3.97004e-06 2.40991 5.0302 0.330837 0.415647 -0.00146657 1351.08
4.30088e-06 2.40991 5.0302 0.330837 0.415647 -0.00146657 1351.08
4.63171e-06 2.40991 5.0302 0.330837 0.415647 -0.00143438 1351.08
4.96255e-06 2.40991 5.0302 0.330837 0.415647 -0.00137817 1351.08
5.29339e-06 2.40991 5.0302 0.330837 0.415647 -0.00137817 1351.08
5.62422e-06 2.40991 5.0302 0.330837 0.415647 -0.00137817 1351.08
5.95506e-06 2.40991 5.0302 0.330837 0.415647 -0.00132145 1351.08
6.2859e-06 2.40991 5.0302 0.330837 0.415647 -0.00132145 1351.08
6.61673e-06 2.40991 5.0302 0.330837 0.415647 -0.00132145 1351.08
6.94757e-06 2.40991 5.0302 0.330837 0.415647 -0.00126418 1351.08
7.27841e-06 2.40991 5.0302 0.330837 0.415647 -0.00126418 1351.08
7.60924e-06 2.40991 5.0302 0.330837 0.415647 -0.00126418 1351.08
7.94008e-06 2.40991 5.0302 0.330837 0.415647 -0.00126418 1351.08
8.27091e-06 2.40991 5.0302 0.330837 0.415647 -0.0012064 1351.08
8.60175e-06 2.40991 5.0302 0.330837 0.415647 -0.0012064 1351.08
8.93259e-06 2.40991 5.0302 0.330837 0.415647 -0.0012064 1351.08
9.26342e-06 2.40991 5.0302 0.330837 0.415647 -0.00114807 1351.08
9.59426e-06 2.40991 5.0302 0.330837 0.415647 -0.00114807 1351.08
9.9251e-06 2.40991 5.0302 0.330837 0.415647 -0.00114807 1351.08
1.02559e-05 2.40991 5.0302 0.330837 0.415647 -0.00108911 1351.08
1.05868e-05 2.40991 5.0302 0.330837 0.415647 -0.00108911 1351.08
1.09176e-05 2.40991 5.0302 0.330837 0.415647 -0.00108911 1351.08
1.12484e-05 2.40991 5.0302 0.330837 0.415647 -0.00102949 1351.08
1.15793e-05 2.40991 5.0302 0.330837 0.415647 -0.00102949 1351.08
